"","year","gender","ethnic_group","age_group","amount"
"1",2002,"Male","Asian","5–",5
"2",2002,"Female","Asian","5–",3
"3",2002,"Male","Māori","5–",69
"4",2002,"Female","Māori","5–",49
"5",2002,"Male","Other","5–",348
"6",2002,"Female","Other","5–",175
"7",2002,"Male","Pacific","5–",10
"8",2002,"Female","Pacific","5–",2
"9",2002,"Male","Asian","10–",23
"10",2002,"Female","Asian","10–",13
"11",2002,"Male","Māori","10–",549
"12",2002,"Female","Māori","10–",184
"13",2002,"Male","Other","10–",2174
"14",2002,"Female","Other","10–",924
"15",2002,"Male","Pacific","10–",63
"16",2002,"Female","Pacific","10–",19
"17",2002,"Male","Asian","15–",54
"18",2002,"Female","Asian","15–",37
"19",2002,"Male","Māori","15–",951
"20",2002,"Female","Māori","15–",577
"21",2002,"Male","Other","15–",3244
"22",2002,"Female","Other","15–",1777
"23",2002,"Male","Pacific","15–",103
"24",2002,"Female","Pacific","15–",78
"25",2002,"Male","Asian","20–",87
"26",2002,"Female","Asian","20–",118
"27",2002,"Male","Māori","20–",954
"28",2002,"Female","Māori","20–",934
"29",2002,"Male","Other","20–",2924
"30",2002,"Female","Other","20–",3228
"31",2002,"Male","Pacific","20–",171
"32",2002,"Female","Pacific","20–",153
"33",2002,"Male","Asian","25–",87
"34",2002,"Female","Asian","25–",87
"35",2002,"Male","Māori","25–",1009
"36",2002,"Female","Māori","25–",753
"37",2002,"Male","Other","25–",2537
"38",2002,"Female","Other","25–",2336
"39",2002,"Male","Pacific","25–",216
"40",2002,"Female","Pacific","25–",135
"41",2002,"Male","Asian","30–",73
"42",2002,"Female","Asian","30–",104
"43",2002,"Male","Māori","30–",1091
"44",2002,"Female","Māori","30–",892
"45",2002,"Male","Other","30–",3021
"46",2002,"Female","Other","30–",2865
"47",2002,"Male","Pacific","30–",217
"48",2002,"Female","Pacific","30–",128
"49",2002,"Male","Asian","35–",78
"50",2002,"Female","Asian","35–",130
"51",2002,"Male","Māori","35–",1189
"52",2002,"Female","Māori","35–",1005
"53",2002,"Male","Other","35–",3534
"54",2002,"Female","Other","35–",3628
"55",2002,"Male","Pacific","35–",192
"56",2002,"Female","Pacific","35–",151
"57",2002,"Male","Asian","40–",71
"58",2002,"Female","Asian","40–",124
"59",2002,"Male","Māori","40–",1054
"60",2002,"Female","Māori","40–",965
"61",2002,"Male","Other","40–",3629
"62",2002,"Female","Other","40–",3694
"63",2002,"Male","Pacific","40–",174
"64",2002,"Female","Pacific","40–",132
"65",2002,"Male","Asian","40–",83
"66",2002,"Female","Asian","40–",125
"67",2002,"Male","Māori","40–",680
"68",2002,"Female","Māori","40–",741
"69",2002,"Male","Other","40–",3247
"70",2002,"Female","Other","40–",3197
"71",2002,"Male","Pacific","40–",112
"72",2002,"Female","Pacific","40–",102
"73",2002,"Male","Asian","50–",48
"74",2002,"Female","Asian","50–",87
"75",2002,"Male","Māori","50–",444
"76",2002,"Female","Māori","50–",438
"77",2002,"Male","Other","50–",2534
"78",2002,"Female","Other","50–",2438
"79",2002,"Male","Pacific","50–",74
"80",2002,"Female","Pacific","50–",62
"81",2002,"Male","Asian","60–",44
"82",2002,"Female","Asian","60–",60
"83",2002,"Male","Māori","60–",231
"84",2002,"Female","Māori","60–",262
"85",2002,"Male","Other","60–",1783
"86",2002,"Female","Other","60–",2015
"87",2002,"Male","Pacific","60–",51
"88",2002,"Female","Pacific","60–",49
"89",2002,"Male","Asian","60–",15
"90",2002,"Female","Asian","60–",33
"91",2002,"Male","Māori","60–",123
"92",2002,"Female","Māori","60–",139
"93",2002,"Male","Other","60–",1206
"94",2002,"Female","Other","60–",1461
"95",2002,"Male","Pacific","60–",28
"96",2002,"Female","Pacific","60–",44
"97",2002,"Male","Asian","65–",17
"98",2002,"Female","Asian","65–",22
"99",2002,"Male","Māori","65–",73
"100",2002,"Female","Māori","65–",96
"101",2002,"Male","Other","65–",896
"102",2002,"Female","Other","65–",1072
"103",2002,"Male","Pacific","65–",20
"104",2002,"Female","Pacific","65–",32
"105",2002,"Male","Asian","70–",10
"106",2002,"Female","Asian","70–",25
"107",2002,"Male","Māori","70–",41
"108",2002,"Female","Māori","70–",70
"109",2002,"Male","Other","70–",609
"110",2002,"Female","Other","70–",813
"111",2002,"Male","Pacific","70–",17
"112",2002,"Female","Pacific","70–",18
"113",2002,"Male","Asian","75–",8
"114",2002,"Female","Asian","75–",21
"115",2002,"Male","Māori","75–",33
"116",2002,"Female","Māori","75–",43
"117",2002,"Male","Other","75–",578
"118",2002,"Female","Other","75–",769
"119",2002,"Male","Pacific","75–",9
"120",2002,"Female","Pacific","75–",12
"121",2002,"Male","Asian","80–",9
"122",2002,"Female","Asian","80–",11
"123",2002,"Male","Māori","80–",20
"124",2002,"Female","Māori","80–",27
"125",2002,"Male","Other","80–",554
"126",2002,"Female","Other","80–",927
"127",2002,"Male","Pacific","80–",8
"128",2002,"Female","Pacific","80–",11
"129",2002,"Male","Asian","85+",5
"130",2002,"Female","Asian","85+",2
"131",2002,"Male","Māori","85+",7
"132",2002,"Female","Māori","85+",21
"133",2002,"Male","Other","85+",473
"134",2002,"Female","Other","85+",887
"135",2002,"Male","Pacific","85+",5
"136",2002,"Female","Pacific","85+",9
"137",2002,"Male","Asian","85+",2
"138",2002,"Female","Asian","85+",5
"139",2002,"Male","Māori","85+",4
"140",2002,"Female","Māori","85+",14
"141",2002,"Male","Other","85+",366
"142",2002,"Female","Other","85+",874
"143",2002,"Male","Pacific","85+",2
"144",2002,"Female","Pacific","85+",2
"145",2003,"Male","Asian","5–",4
"146",2003,"Female","Asian","5–",2
"147",2003,"Male","Māori","5–",60
"148",2003,"Female","Māori","5–",27
"149",2003,"Male","Other","5–",246
"150",2003,"Female","Other","5–",136
"151",2003,"Male","Pacific","5–",6
"152",2003,"Female","Pacific","5–",0
"153",2003,"Male","Asian","10–",30
"154",2003,"Female","Asian","10–",8
"155",2003,"Male","Māori","10–",506
"156",2003,"Female","Māori","10–",151
"157",2003,"Male","Other","10–",2014
"158",2003,"Female","Other","10–",802
"159",2003,"Male","Pacific","10–",51
"160",2003,"Female","Pacific","10–",16
"161",2003,"Male","Asian","15–",62
"162",2003,"Female","Asian","15–",35
"163",2003,"Male","Māori","15–",1038
"164",2003,"Female","Māori","15–",567
"165",2003,"Male","Other","15–",3278
"166",2003,"Female","Other","15–",1755
"167",2003,"Male","Pacific","15–",94
"168",2003,"Female","Pacific","15–",63
"169",2003,"Male","Asian","20–",83
"170",2003,"Female","Asian","20–",124
"171",2003,"Male","Māori","20–",1067
"172",2003,"Female","Māori","20–",901
"173",2003,"Male","Other","20–",2993
"174",2003,"Female","Other","20–",3279
"175",2003,"Male","Pacific","20–",196
"176",2003,"Female","Pacific","20–",161
"177",2003,"Male","Asian","25–",122
"178",2003,"Female","Asian","25–",127
"179",2003,"Male","Māori","25–",1115
"180",2003,"Female","Māori","25–",829
"181",2003,"Male","Other","25–",2594
"182",2003,"Female","Other","25–",2467
"183",2003,"Male","Pacific","25–",251
"184",2003,"Female","Pacific","25–",144
"185",2003,"Male","Asian","30–",88
"186",2003,"Female","Asian","30–",104
"187",2003,"Male","Māori","30–",1092
"188",2003,"Female","Māori","30–",891
"189",2003,"Male","Other","30–",2913
"190",2003,"Female","Other","30–",2721
"191",2003,"Male","Pacific","30–",221
"192",2003,"Female","Pacific","30–",151
"193",2003,"Male","Asian","35–",80
"194",2003,"Female","Asian","35–",128
"195",2003,"Male","Māori","35–",1191
"196",2003,"Female","Māori","35–",1061
"197",2003,"Male","Other","35–",3590
"198",2003,"Female","Other","35–",3637
"199",2003,"Male","Pacific","35–",206
"200",2003,"Female","Pacific","35–",182
"201",2003,"Male","Asian","40–",81
"202",2003,"Female","Asian","40–",163
"203",2003,"Male","Māori","40–",1029
"204",2003,"Female","Māori","40–",972
"205",2003,"Male","Other","40–",3501
"206",2003,"Female","Other","40–",3635
"207",2003,"Male","Pacific","40–",188
"208",2003,"Female","Pacific","40–",162
"209",2003,"Male","Asian","40–",82
"210",2003,"Female","Asian","40–",128
"211",2003,"Male","Māori","40–",743
"212",2003,"Female","Māori","40–",768
"213",2003,"Male","Other","40–",3274
"214",2003,"Female","Other","40–",3201
"215",2003,"Male","Pacific","40–",126
"216",2003,"Female","Pacific","40–",125
"217",2003,"Male","Asian","50–",61
"218",2003,"Female","Asian","50–",90
"219",2003,"Male","Māori","50–",472
"220",2003,"Female","Māori","50–",467
"221",2003,"Male","Other","50–",2569
"222",2003,"Female","Other","50–",2417
"223",2003,"Male","Pacific","50–",85
"224",2003,"Female","Pacific","50–",74
"225",2003,"Male","Asian","60–",42
"226",2003,"Female","Asian","60–",72
"227",2003,"Male","Māori","60–",244
"228",2003,"Female","Māori","60–",275
"229",2003,"Male","Other","60–",1835
"230",2003,"Female","Other","60–",1878
"231",2003,"Male","Pacific","60–",45
"232",2003,"Female","Pacific","60–",56
"233",2003,"Male","Asian","60–",20
"234",2003,"Female","Asian","60–",41
"235",2003,"Male","Māori","60–",129
"236",2003,"Female","Māori","60–",165
"237",2003,"Male","Other","60–",1270
"238",2003,"Female","Other","60–",1494
"239",2003,"Male","Pacific","60–",26
"240",2003,"Female","Pacific","60–",48
"241",2003,"Male","Asian","65–",22
"242",2003,"Female","Asian","65–",20
"243",2003,"Male","Māori","65–",73
"244",2003,"Female","Māori","65–",123
"245",2003,"Male","Other","65–",899
"246",2003,"Female","Other","65–",1046
"247",2003,"Male","Pacific","65–",22
"248",2003,"Female","Pacific","65–",30
"249",2003,"Male","Asian","70–",20
"250",2003,"Female","Asian","70–",28
"251",2003,"Male","Māori","70–",58
"252",2003,"Female","Māori","70–",74
"253",2003,"Male","Other","70–",602
"254",2003,"Female","Other","70–",793
"255",2003,"Male","Pacific","70–",24
"256",2003,"Female","Pacific","70–",25
"257",2003,"Male","Asian","75–",16
"258",2003,"Female","Asian","75–",26
"259",2003,"Male","Māori","75–",35
"260",2003,"Female","Māori","75–",46
"261",2003,"Male","Other","75–",586
"262",2003,"Female","Other","75–",748
"263",2003,"Male","Pacific","75–",9
"264",2003,"Female","Pacific","75–",16
"265",2003,"Male","Asian","80–",4
"266",2003,"Female","Asian","80–",8
"267",2003,"Male","Māori","80–",24
"268",2003,"Female","Māori","80–",35
"269",2003,"Male","Other","80–",582
"270",2003,"Female","Other","80–",899
"271",2003,"Male","Pacific","80–",12
"272",2003,"Female","Pacific","80–",14
"273",2003,"Male","Asian","85+",6
"274",2003,"Female","Asian","85+",2
"275",2003,"Male","Māori","85+",12
"276",2003,"Female","Māori","85+",28
"277",2003,"Male","Other","85+",486
"278",2003,"Female","Other","85+",944
"279",2003,"Male","Pacific","85+",1
"280",2003,"Female","Pacific","85+",9
"281",2003,"Male","Asian","85+",0
"282",2003,"Female","Asian","85+",4
"283",2003,"Male","Māori","85+",6
"284",2003,"Female","Māori","85+",12
"285",2003,"Male","Other","85+",375
"286",2003,"Female","Other","85+",914
"287",2003,"Male","Pacific","85+",4
"288",2003,"Female","Pacific","85+",4
"289",2004,"Male","Asian","0–",12
"290",2004,"Female","Asian","0–",6
"291",2004,"Male","Māori","0–",62
"292",2004,"Female","Māori","0–",32
"293",2004,"Male","Other","0–",201
"294",2004,"Female","Other","0–",122
"295",2004,"Male","Pacific","0–",8
"296",2004,"Female","Pacific","0–",5
"297",2004,"Male","Asian","10–",32
"298",2004,"Female","Asian","10–",11
"299",2004,"Male","Māori","10–",500
"300",2004,"Female","Māori","10–",165
"301",2004,"Male","Other","10–",1878
"302",2004,"Female","Other","10–",786
"303",2004,"Male","Pacific","10–",77
"304",2004,"Female","Pacific","10–",16
"305",2004,"Male","Asian","15–",55
"306",2004,"Female","Asian","15–",35
"307",2004,"Male","Māori","15–",1046
"308",2004,"Female","Māori","15–",582
"309",2004,"Male","Other","15–",3098
"310",2004,"Female","Other","15–",1710
"311",2004,"Male","Pacific","15–",97
"312",2004,"Female","Pacific","15–",59
"313",2004,"Male","Asian","20–",96
"314",2004,"Female","Asian","20–",141
"315",2004,"Male","Māori","20–",1112
"316",2004,"Female","Māori","20–",970
"317",2004,"Male","Other","20–",3081
"318",2004,"Female","Other","20–",3536
"319",2004,"Male","Pacific","20–",193
"320",2004,"Female","Pacific","20–",178
"321",2004,"Male","Asian","25–",110
"322",2004,"Female","Asian","25–",139
"323",2004,"Male","Māori","25–",1063
"324",2004,"Female","Māori","25–",759
"325",2004,"Male","Other","25–",2589
"326",2004,"Female","Other","25–",2366
"327",2004,"Male","Pacific","25–",239
"328",2004,"Female","Pacific","25–",139
"329",2004,"Male","Asian","30–",94
"330",2004,"Female","Asian","30–",119
"331",2004,"Male","Māori","30–",1080
"332",2004,"Female","Māori","30–",836
"333",2004,"Male","Other","30–",2673
"334",2004,"Female","Other","30–",2508
"335",2004,"Male","Pacific","30–",250
"336",2004,"Female","Pacific","30–",123
"337",2004,"Male","Asian","35–",82
"338",2004,"Female","Asian","35–",145
"339",2004,"Male","Māori","35–",1221
"340",2004,"Female","Māori","35–",1039
"341",2004,"Male","Other","35–",3489
"342",2004,"Female","Other","35–",3486
"343",2004,"Male","Pacific","35–",225
"344",2004,"Female","Pacific","35–",174
"345",2004,"Male","Asian","40–",76
"346",2004,"Female","Asian","40–",137
"347",2004,"Male","Māori","40–",1057
"348",2004,"Female","Māori","40–",961
"349",2004,"Male","Other","40–",3384
"350",2004,"Female","Other","40–",3473
"351",2004,"Male","Pacific","40–",211
"352",2004,"Female","Pacific","40–",167
"353",2004,"Male","Asian","40–",86
"354",2004,"Female","Asian","40–",142
"355",2004,"Male","Māori","40–",826
"356",2004,"Female","Māori","40–",779
"357",2004,"Male","Other","40–",3274
"358",2004,"Female","Other","40–",3210
"359",2004,"Male","Pacific","40–",141
"360",2004,"Female","Pacific","40–",141
"361",2004,"Male","Asian","50–",67
"362",2004,"Female","Asian","50–",95
"363",2004,"Male","Māori","50–",490
"364",2004,"Female","Māori","50–",536
"365",2004,"Male","Other","50–",2698
"366",2004,"Female","Other","50–",2461
"367",2004,"Male","Pacific","50–",96
"368",2004,"Female","Pacific","50–",84
"369",2004,"Male","Asian","60–",48
"370",2004,"Female","Asian","60–",73
"371",2004,"Male","Māori","60–",281
"372",2004,"Female","Māori","60–",314
"373",2004,"Male","Other","60–",1910
"374",2004,"Female","Other","60–",1897
"375",2004,"Male","Pacific","60–",69
"376",2004,"Female","Pacific","60–",67
"377",2004,"Male","Asian","60–",23
"378",2004,"Female","Asian","60–",55
"379",2004,"Male","Māori","60–",132
"380",2004,"Female","Māori","60–",164
"381",2004,"Male","Other","60–",1366
"382",2004,"Female","Other","60–",1557
"383",2004,"Male","Pacific","60–",39
"384",2004,"Female","Pacific","60–",57
"385",2004,"Male","Asian","65–",13
"386",2004,"Female","Asian","65–",18
"387",2004,"Male","Māori","65–",78
"388",2004,"Female","Māori","65–",133
"389",2004,"Male","Other","65–",911
"390",2004,"Female","Other","65–",1142
"391",2004,"Male","Pacific","65–",24
"392",2004,"Female","Pacific","65–",33
"393",2004,"Male","Asian","70–",17
"394",2004,"Female","Asian","70–",31
"395",2004,"Male","Māori","70–",59
"396",2004,"Female","Māori","70–",65
"397",2004,"Male","Other","70–",576
"398",2004,"Female","Other","70–",846
"399",2004,"Male","Pacific","70–",24
"400",2004,"Female","Pacific","70–",36
"401",2004,"Male","Asian","75–",22
"402",2004,"Female","Asian","75–",24
"403",2004,"Male","Māori","75–",39
"404",2004,"Female","Māori","75–",46
"405",2004,"Male","Other","75–",582
"406",2004,"Female","Other","75–",788
"407",2004,"Male","Pacific","75–",17
"408",2004,"Female","Pacific","75–",19
"409",2004,"Male","Asian","80–",8
"410",2004,"Female","Asian","80–",11
"411",2004,"Male","Māori","80–",29
"412",2004,"Female","Māori","80–",43
"413",2004,"Male","Other","80–",635
"414",2004,"Female","Other","80–",952
"415",2004,"Male","Pacific","80–",14
"416",2004,"Female","Pacific","80–",19
"417",2004,"Male","Asian","85+",7
"418",2004,"Female","Asian","85+",4
"419",2004,"Male","Māori","85+",14
"420",2004,"Female","Māori","85+",28
"421",2004,"Male","Other","85+",536
"422",2004,"Female","Other","85+",973
"423",2004,"Male","Pacific","85+",4
"424",2004,"Female","Pacific","85+",8
"425",2004,"Male","Asian","85+",2
"426",2004,"Female","Asian","85+",6
"427",2004,"Male","Māori","85+",6
"428",2004,"Female","Māori","85+",19
"429",2004,"Male","Other","85+",436
"430",2004,"Female","Other","85+",1029
"431",2004,"Male","Pacific","85+",6
"432",2004,"Female","Pacific","85+",5
"433",2005,"Male","Asian","0–",13
"434",2005,"Female","Asian","0–",5
"435",2005,"Male","Māori","0–",68
"436",2005,"Female","Māori","0–",35
"437",2005,"Male","Other","0–",191
"438",2005,"Female","Other","0–",104
"439",2005,"Male","Pacific","0–",10
"440",2005,"Female","Pacific","0–",6
"441",2005,"Male","Asian","10–",36
"442",2005,"Female","Asian","10–",17
"443",2005,"Male","Māori","10–",462
"444",2005,"Female","Māori","10–",160
"445",2005,"Male","Other","10–",1813
"446",2005,"Female","Other","10–",736
"447",2005,"Male","Pacific","10–",76
"448",2005,"Female","Pacific","10–",25
"449",2005,"Male","Asian","15–",53
"450",2005,"Female","Asian","15–",45
"451",2005,"Male","Māori","15–",992
"452",2005,"Female","Māori","15–",580
"453",2005,"Male","Other","15–",2982
"454",2005,"Female","Other","15–",1854
"455",2005,"Male","Pacific","15–",87
"456",2005,"Female","Pacific","15–",74
"457",2005,"Male","Asian","20–",115
"458",2005,"Female","Asian","20–",146
"459",2005,"Male","Māori","20–",1144
"460",2005,"Female","Māori","20–",1034
"461",2005,"Male","Other","20–",3192
"462",2005,"Female","Other","20–",3733
"463",2005,"Male","Pacific","20–",249
"464",2005,"Female","Pacific","20–",210
"465",2005,"Male","Asian","25–",110
"466",2005,"Female","Asian","25–",176
"467",2005,"Male","Māori","25–",1104
"468",2005,"Female","Māori","25–",773
"469",2005,"Male","Other","25–",2648
"470",2005,"Female","Other","25–",2354
"471",2005,"Male","Pacific","25–",287
"472",2005,"Female","Pacific","25–",171
"473",2005,"Male","Asian","30–",126
"474",2005,"Female","Asian","30–",129
"475",2005,"Male","Māori","30–",1097
"476",2005,"Female","Māori","30–",804
"477",2005,"Male","Other","30–",2646
"478",2005,"Female","Other","30–",2418
"479",2005,"Male","Pacific","30–",282
"480",2005,"Female","Pacific","30–",149
"481",2005,"Male","Asian","35–",85
"482",2005,"Female","Asian","35–",144
"483",2005,"Male","Māori","35–",1174
"484",2005,"Female","Māori","35–",1022
"485",2005,"Male","Other","35–",3418
"486",2005,"Female","Other","35–",3343
"487",2005,"Male","Pacific","35–",253
"488",2005,"Female","Pacific","35–",172
"489",2005,"Male","Asian","40–",92
"490",2005,"Female","Asian","40–",152
"491",2005,"Male","Māori","40–",1097
"492",2005,"Female","Māori","40–",991
"493",2005,"Male","Other","40–",3478
"494",2005,"Female","Other","40–",3389
"495",2005,"Male","Pacific","40–",266
"496",2005,"Female","Pacific","40–",174
"497",2005,"Male","Asian","40–",90
"498",2005,"Female","Asian","40–",140
"499",2005,"Male","Māori","40–",889
"500",2005,"Female","Māori","40–",787
"501",2005,"Male","Other","40–",3249
"502",2005,"Female","Other","40–",3390
"503",2005,"Male","Pacific","40–",156
"504",2005,"Female","Pacific","40–",137
"505",2005,"Male","Asian","50–",75
"506",2005,"Female","Asian","50–",112
"507",2005,"Male","Māori","50–",532
"508",2005,"Female","Māori","50–",515
"509",2005,"Male","Other","50–",2802
"510",2005,"Female","Other","50–",2572
"511",2005,"Male","Pacific","50–",118
"512",2005,"Female","Pacific","50–",90
"513",2005,"Male","Asian","60–",59
"514",2005,"Female","Asian","60–",82
"515",2005,"Male","Māori","60–",313
"516",2005,"Female","Māori","60–",329
"517",2005,"Male","Other","60–",2041
"518",2005,"Female","Other","60–",1968
"519",2005,"Male","Pacific","60–",67
"520",2005,"Female","Pacific","60–",63
"521",2005,"Male","Asian","60–",30
"522",2005,"Female","Asian","60–",51
"523",2005,"Male","Māori","60–",152
"524",2005,"Female","Māori","60–",190
"525",2005,"Male","Other","60–",1460
"526",2005,"Female","Other","60–",1625
"527",2005,"Male","Pacific","60–",41
"528",2005,"Female","Pacific","60–",59
"529",2005,"Male","Asian","65–",19
"530",2005,"Female","Asian","65–",34
"531",2005,"Male","Māori","65–",73
"532",2005,"Female","Māori","65–",118
"533",2005,"Male","Other","65–",988
"534",2005,"Female","Other","65–",1162
"535",2005,"Male","Pacific","65–",24
"536",2005,"Female","Pacific","65–",30
"537",2005,"Male","Asian","70–",16
"538",2005,"Female","Asian","70–",21
"539",2005,"Male","Māori","70–",66
"540",2005,"Female","Māori","70–",76
"541",2005,"Male","Other","70–",631
"542",2005,"Female","Other","70–",866
"543",2005,"Male","Pacific","70–",19
"544",2005,"Female","Pacific","70–",31
"545",2005,"Male","Asian","75–",16
"546",2005,"Female","Asian","75–",23
"547",2005,"Male","Māori","75–",36
"548",2005,"Female","Māori","75–",40
"549",2005,"Male","Other","75–",583
"550",2005,"Female","Other","75–",791
"551",2005,"Male","Pacific","75–",24
"552",2005,"Female","Pacific","75–",24
"553",2005,"Male","Asian","80–",10
"554",2005,"Female","Asian","80–",19
"555",2005,"Male","Māori","80–",20
"556",2005,"Female","Māori","80–",36
"557",2005,"Male","Other","80–",656
"558",2005,"Female","Other","80–",920
"559",2005,"Male","Pacific","80–",20
"560",2005,"Female","Pacific","80–",21
"561",2005,"Male","Asian","85+",5
"562",2005,"Female","Asian","85+",5
"563",2005,"Male","Māori","85+",12
"564",2005,"Female","Māori","85+",27
"565",2005,"Male","Other","85+",536
"566",2005,"Female","Other","85+",1014
"567",2005,"Male","Pacific","85+",6
"568",2005,"Female","Pacific","85+",10
"569",2005,"Male","Asian","85+",5
"570",2005,"Female","Asian","85+",8
"571",2005,"Male","Māori","85+",3
"572",2005,"Female","Māori","85+",16
"573",2005,"Male","Other","85+",428
"574",2005,"Female","Other","85+",1018
"575",2005,"Male","Pacific","85+",1
"576",2005,"Female","Pacific","85+",11
"577",2006,"Male","Asian","0–",13
"578",2006,"Female","Asian","0–",8
"579",2006,"Male","Māori","0–",55
"580",2006,"Female","Māori","0–",31
"581",2006,"Male","Other","0–",171
"582",2006,"Female","Other","0–",71
"583",2006,"Male","Pacific","0–",10
"584",2006,"Female","Pacific","0–",6
"585",2006,"Male","Asian","5–",44
"586",2006,"Female","Asian","5–",19
"587",2006,"Male","Māori","5–",459
"588",2006,"Female","Māori","5–",132
"589",2006,"Male","Other","5–",1729
"590",2006,"Female","Other","5–",683
"591",2006,"Male","Pacific","5–",84
"592",2006,"Female","Pacific","5–",27
"593",2006,"Male","Asian","10–",68
"594",2006,"Female","Asian","10–",50
"595",2006,"Male","Māori","10–",986
"596",2006,"Female","Māori","10–",569
"597",2006,"Male","Other","10–",2991
"598",2006,"Female","Other","10–",1846
"599",2006,"Male","Pacific","10–",148
"600",2006,"Female","Pacific","10–",88
"601",2006,"Male","Asian","15–",132
"602",2006,"Female","Asian","15–",192
"603",2006,"Male","Māori","15–",1346
"604",2006,"Female","Māori","15–",1144
"605",2006,"Male","Other","15–",3448
"606",2006,"Female","Other","15–",3939
"607",2006,"Male","Pacific","15–",270
"608",2006,"Female","Pacific","15–",213
"609",2006,"Male","Asian","20–",138
"610",2006,"Female","Asian","20–",159
"611",2006,"Male","Māori","20–",1101
"612",2006,"Female","Māori","20–",804
"613",2006,"Male","Other","20–",2719
"614",2006,"Female","Other","20–",2339
"615",2006,"Male","Pacific","20–",364
"616",2006,"Female","Pacific","20–",173
"617",2006,"Male","Asian","25–",138
"618",2006,"Female","Asian","25–",136
"619",2006,"Male","Māori","25–",1202
"620",2006,"Female","Māori","25–",872
"621",2006,"Male","Other","25–",2691
"622",2006,"Female","Other","25–",2418
"623",2006,"Male","Pacific","25–",339
"624",2006,"Female","Pacific","25–",162
"625",2006,"Male","Asian","30–",106
"626",2006,"Female","Asian","30–",162
"627",2006,"Male","Māori","30–",1209
"628",2006,"Female","Māori","30–",1002
"629",2006,"Male","Other","30–",3341
"630",2006,"Female","Other","30–",3286
"631",2006,"Male","Pacific","30–",304
"632",2006,"Female","Pacific","30–",170
"633",2006,"Male","Asian","35–",95
"634",2006,"Female","Asian","35–",167
"635",2006,"Male","Māori","35–",1160
"636",2006,"Female","Māori","35–",1040
"637",2006,"Male","Other","35–",3557
"638",2006,"Female","Other","35–",3524
"639",2006,"Male","Pacific","35–",285
"640",2006,"Female","Pacific","35–",191
"641",2006,"Male","Asian","40–",76
"642",2006,"Female","Asian","40–",130
"643",2006,"Male","Māori","40–",964
"644",2006,"Female","Māori","40–",851
"645",2006,"Male","Other","40–",3303
