"","year","gender","ethnic_group","age_group","amount"
"1900",2016,"Female","Asian","65–",83
"1901",2016,"Male","Asian","70–",40
"1902",2016,"Female","Asian","70–",69
"1903",2016,"Male","Asian","75–",41
"1904",2016,"Female","Asian","75–",57
"1905",2016,"Male","Asian","80–",35
"1906",2016,"Female","Asian","80–",38
"1907",2016,"Male","Asian","85+",26
"1908",2016,"Female","Asian","85+",37
"1909",2016,"Male","Other","0–",646
"1910",2016,"Female","Other","0–",414
"1911",2016,"Male","Other","5–",3716
"1912",2016,"Female","Other","5–",1698
"1913",2016,"Male","Other","10–",4400
"1914",2016,"Female","Other","10–",4418
"1915",2016,"Male","Other","15–",5640
"1916",2016,"Female","Other","15–",7303
"1917",2016,"Male","Other","20–",5422
"1918",2016,"Female","Other","20–",4839
"1919",2016,"Male","Other","25–",4666
"1920",2016,"Female","Other","25–",4432
"1921",2016,"Male","Other","30–",4104
"1922",2016,"Female","Other","30–",4191
"1923",2016,"Male","Other","35–",3820
"1924",2016,"Female","Other","35–",3769
"1925",2016,"Male","Other","40–",4264
"1926",2016,"Female","Other","40–",3863
"1927",2016,"Male","Other","45–",4116
"1928",2016,"Female","Other","45–",3574
"1929",2016,"Male","Other","50–",3635
"1930",2016,"Female","Other","50–",3318
"1931",2016,"Male","Other","55–",2882
"1932",2016,"Female","Other","55–",2628
"1933",2016,"Male","Other","60–",2009
"1934",2016,"Female","Other","60–",1980
"1935",2016,"Male","Other","65–",1472
"1936",2016,"Female","Other","65–",1697
"1937",2016,"Male","Other","70–",1062
"1938",2016,"Female","Other","70–",1361
"1939",2016,"Male","Other","75–",993
"1940",2016,"Female","Other","75–",1276
"1941",2016,"Male","Other","80–",861
"1942",2016,"Female","Other","80–",1220
"1943",2016,"Male","Other","85+",859
"1944",2016,"Female","Other","85+",1657
"1945",2017,"Male","Māori","0–",385
"1946",2017,"Female","Māori","0–",208
"1947",2017,"Male","Māori","5–",1914
"1948",2017,"Female","Māori","5–",658
"1949",2017,"Male","Māori","10–",2973
"1950",2017,"Female","Māori","10–",2605
"1951",2017,"Male","Māori","15–",3808
"1952",2017,"Female","Māori","15–",3515
"1953",2017,"Male","Māori","20–",3656
"1954",2017,"Female","Māori","20–",2629
"1955",2017,"Male","Māori","25–",3393
"1956",2017,"Female","Māori","25–",2659
"1957",2017,"Male","Māori","30–",2692
"1958",2017,"Female","Māori","30–",2093
"1959",2017,"Male","Māori","35–",2323
"1960",2017,"Female","Māori","35–",1771
"1961",2017,"Male","Māori","40–",2102
"1962",2017,"Female","Māori","40–",1633
"1963",2017,"Male","Māori","45–",1856
"1964",2017,"Female","Māori","45–",1498
"1965",2017,"Male","Māori","50–",1418
"1966",2017,"Female","Māori","50–",1199
"1967",2017,"Male","Māori","55–",818
"1968",2017,"Female","Māori","55–",783
"1969",2017,"Male","Māori","60–",423
"1970",2017,"Female","Māori","60–",464
"1971",2017,"Male","Māori","65–",194
"1972",2017,"Female","Māori","65–",261
"1973",2017,"Male","Māori","70–",136
"1974",2017,"Female","Māori","70–",144
"1975",2017,"Male","Māori","75–",104
"1976",2017,"Female","Māori","75–",120
"1977",2017,"Male","Māori","80–",42
"1978",2017,"Female","Māori","80–",79
"1979",2017,"Male","Māori","85+",28
"1980",2017,"Female","Māori","85+",46
"1981",2017,"Male","Pacific","0–",93
"1982",2017,"Female","Pacific","0–",48
"1983",2017,"Male","Pacific","5–",326
"1984",2017,"Female","Pacific","5–",133
"1985",2017,"Male","Pacific","10–",575
"1986",2017,"Female","Pacific","10–",547
"1987",2017,"Male","Pacific","15–",895
"1988",2017,"Female","Pacific","15–",750
"1989",2017,"Male","Pacific","20–",894
"1990",2017,"Female","Pacific","20–",435
"1991",2017,"Male","Pacific","25–",804
"1992",2017,"Female","Pacific","25–",426
"1993",2017,"Male","Pacific","30–",686
"1994",2017,"Female","Pacific","30–",336
"1995",2017,"Male","Pacific","35–",550
"1996",2017,"Female","Pacific","35–",290
"1997",2017,"Male","Pacific","40–",473
"1998",2017,"Female","Pacific","40–",287
"1999",2017,"Male","Pacific","45–",377
"2000",2017,"Female","Pacific","45–",235
"2001",2017,"Male","Pacific","50–",268
"2002",2017,"Female","Pacific","50–",188
"2003",2017,"Male","Pacific","55–",186
"2004",2017,"Female","Pacific","55–",136
"2005",2017,"Male","Pacific","60–",104
"2006",2017,"Female","Pacific","60–",91
"2007",2017,"Male","Pacific","65–",68
"2008",2017,"Female","Pacific","65–",64
"2009",2017,"Male","Pacific","70–",56
"2010",2017,"Female","Pacific","70–",51
"2011",2017,"Male","Pacific","75–",30
"2012",2017,"Female","Pacific","75–",43
"2013",2017,"Male","Pacific","80–",26
"2014",2017,"Female","Pacific","80–",24
"2015",2017,"Male","Pacific","85+",11
"2016",2017,"Female","Pacific","85+",21
"2017",2017,"Male","Asian","0–",119
"2018",2017,"Female","Asian","0–",81
"2019",2017,"Male","Asian","5–",231
"2020",2017,"Female","Asian","5–",116
"2021",2017,"Male","Asian","10–",272
"2022",2017,"Female","Asian","10–",277
"2023",2017,"Male","Asian","15–",407
"2024",2017,"Female","Asian","15–",572
"2025",2017,"Male","Asian","20–",499
"2026",2017,"Female","Asian","20–",441
"2027",2017,"Male","Asian","25–",454
"2028",2017,"Female","Asian","25–",517
"2029",2017,"Male","Asian","30–",405
"2030",2017,"Female","Asian","30–",529
"2031",2017,"Male","Asian","35–",319
"2032",2017,"Female","Asian","35–",332
"2033",2017,"Male","Asian","40–",191
"2034",2017,"Female","Asian","40–",274
"2035",2017,"Male","Asian","45–",195
"2036",2017,"Female","Asian","45–",226
"2037",2017,"Male","Asian","50–",167
"2038",2017,"Female","Asian","50–",213
"2039",2017,"Male","Asian","55–",128
"2040",2017,"Female","Asian","55–",159
"2041",2017,"Male","Asian","60–",94
"2042",2017,"Female","Asian","60–",115
"2043",2017,"Male","Asian","65–",85
"2044",2017,"Female","Asian","65–",95
"2045",2017,"Male","Asian","70–",55
"2046",2017,"Female","Asian","70–",68
"2047",2017,"Male","Asian","75–",40
"2048",2017,"Female","Asian","75–",76
"2049",2017,"Male","Asian","80–",32
"2050",2017,"Female","Asian","80–",49
"2051",2017,"Male","Asian","85+",23
"2052",2017,"Female","Asian","85+",30
"2053",2017,"Male","Other","0–",684
"2054",2017,"Female","Other","0–",455
"2055",2017,"Male","Other","5–",3846
"2056",2017,"Female","Other","5–",1906
"2057",2017,"Male","Other","10–",4501
"2058",2017,"Female","Other","10–",4393
"2059",2017,"Male","Other","15–",5421
"2060",2017,"Female","Other","15–",7258
"2061",2017,"Male","Other","20–",5294
"2062",2017,"Female","Other","20–",4924
"2063",2017,"Male","Other","25–",4779
"2064",2017,"Female","Other","25–",4718
"2065",2017,"Male","Other","30–",4113
"2066",2017,"Female","Other","30–",4351
"2067",2017,"Male","Other","35–",3860
"2068",2017,"Female","Other","35–",3765
"2069",2017,"Male","Other","40–",4052
"2070",2017,"Female","Other","40–",3693
"2071",2017,"Male","Other","45–",4157
"2072",2017,"Female","Other","45–",3676
"2073",2017,"Male","Other","50–",3589
"2074",2017,"Female","Other","50–",3393
"2075",2017,"Male","Other","55–",2987
"2076",2017,"Female","Other","55–",2780
"2077",2017,"Male","Other","60–",2092
"2078",2017,"Female","Other","60–",2097
"2079",2017,"Male","Other","65–",1469
"2080",2017,"Female","Other","65–",1618
"2081",2017,"Male","Other","70–",1017
"2082",2017,"Female","Other","70–",1377
"2083",2017,"Male","Other","75–",925
"2084",2017,"Female","Other","75–",1192
"2085",2017,"Male","Other","80–",782
"2086",2017,"Female","Other","80–",1036
"2087",2017,"Male","Other","85+",802
"2088",2017,"Female","Other","85+",1277
"2089",2018,"Male","Māori","0–",359
"2090",2018,"Female","Māori","0–",206
"2091",2018,"Male","Māori","5–",2048
"2092",2018,"Female","Māori","5–",743
"2093",2018,"Male","Māori","10–",3098
"2094",2018,"Female","Māori","10–",2835
"2095",2018,"Male","Māori","15–",3732
"2096",2018,"Female","Māori","15–",3606
"2097",2018,"Male","Māori","20–",3554
"2098",2018,"Female","Māori","20–",2730
"2099",2018,"Male","Māori","25–",3446
"2100",2018,"Female","Māori","25–",2794
"2101",2018,"Male","Māori","30–",2827
"2102",2018,"Female","Māori","30–",2264
"2103",2018,"Male","Māori","35–",2400
"2104",2018,"Female","Māori","35–",1823
"2105",2018,"Male","Māori","40–",2169
"2106",2018,"Female","Māori","40–",1574
"2107",2018,"Male","Māori","45–",1882
"2108",2018,"Female","Māori","45–",1513
"2109",2018,"Male","Māori","50–",1359
"2110",2018,"Female","Māori","50–",1226
"2111",2018,"Male","Māori","55–",895
"2112",2018,"Female","Māori","55–",826
"2113",2018,"Male","Māori","60–",478
"2114",2018,"Female","Māori","60–",495
"2115",2018,"Male","Māori","65–",219
"2116",2018,"Female","Māori","65–",272
"2117",2018,"Male","Māori","70–",143
"2118",2018,"Female","Māori","70–",156
"2119",2018,"Male","Māori","75–",98
"2120",2018,"Female","Māori","75–",124
"2121",2018,"Male","Māori","80–",51
"2122",2018,"Female","Māori","80–",85
"2123",2018,"Male","Māori","85+",25
"2124",2018,"Female","Māori","85+",54
"2125",2018,"Male","Pacific","0–",109
"2126",2018,"Female","Pacific","0–",56
"2127",2018,"Male","Pacific","5–",329
"2128",2018,"Female","Pacific","5–",130
"2129",2018,"Male","Pacific","10–",586
"2130",2018,"Female","Pacific","10–",553
"2131",2018,"Male","Pacific","15–",842
"2132",2018,"Female","Pacific","15–",769
"2133",2018,"Male","Pacific","20–",813
"2134",2018,"Female","Pacific","20–",466
"2135",2018,"Male","Pacific","25–",865
"2136",2018,"Female","Pacific","25–",398
"2137",2018,"Male","Pacific","30–",702
"2138",2018,"Female","Pacific","30–",349
"2139",2018,"Male","Pacific","35–",575
"2140",2018,"Female","Pacific","35–",292
"2141",2018,"Male","Pacific","40–",495
"2142",2018,"Female","Pacific","40–",248
"2143",2018,"Male","Pacific","45–",391
"2144",2018,"Female","Pacific","45–",251
"2145",2018,"Male","Pacific","50–",308
"2146",2018,"Female","Pacific","50–",217
"2147",2018,"Male","Pacific","55–",190
"2148",2018,"Female","Pacific","55–",148
"2149",2018,"Male","Pacific","60–",104
"2150",2018,"Female","Pacific","60–",97
"2151",2018,"Male","Pacific","65–",76
"2152",2018,"Female","Pacific","65–",67
"2153",2018,"Male","Pacific","70–",51
"2154",2018,"Female","Pacific","70–",54
"2155",2018,"Male","Pacific","75–",28
"2156",2018,"Female","Pacific","75–",39
"2157",2018,"Male","Pacific","80–",17
"2158",2018,"Female","Pacific","80–",33
"2159",2018,"Male","Pacific","85+",14
"2160",2018,"Female","Pacific","85+",17
"2161",2018,"Male","Asian","0–",117
"2162",2018,"Female","Asian","0–",91
"2163",2018,"Male","Asian","5–",258
"2164",2018,"Female","Asian","5–",134
"2165",2018,"Male","Asian","10–",273
"2166",2018,"Female","Asian","10–",311
"2167",2018,"Male","Asian","15–",452
"2168",2018,"Female","Asian","15–",642
"2169",2018,"Male","Asian","20–",500
"2170",2018,"Female","Asian","20–",492
"2171",2018,"Male","Asian","25–",502
"2172",2018,"Female","Asian","25–",507
"2173",2018,"Male","Asian","30–",399
"2174",2018,"Female","Asian","30–",566
"2175",2018,"Male","Asian","35–",345
"2176",2018,"Female","Asian","35–",380
"2177",2018,"Male","Asian","40–",231
"2178",2018,"Female","Asian","40–",261
"2179",2018,"Male","Asian","45–",180
"2180",2018,"Female","Asian","45–",235
"2181",2018,"Male","Asian","50–",163
"2182",2018,"Female","Asian","50–",211
"2183",2018,"Male","Asian","55–",136
"2184",2018,"Female","Asian","55–",152
"2185",2018,"Male","Asian","60–",120
"2186",2018,"Female","Asian","60–",136
"2187",2018,"Male","Asian","65–",59
"2188",2018,"Female","Asian","65–",99
"2189",2018,"Male","Asian","70–",61
"2190",2018,"Female","Asian","70–",83
"2191",2018,"Male","Asian","75–",46
"2192",2018,"Female","Asian","75–",61
"2193",2018,"Male","Asian","80–",45
"2194",2018,"Female","Asian","80–",49
"2195",2018,"Male","Asian","85+",24
"2196",2018,"Female","Asian","85+",39
"2197",2018,"Male","Other","0–",614
"2198",2018,"Female","Other","0–",409
"2199",2018,"Male","Other","5–",3852
"2200",2018,"Female","Other","5–",1892
"2201",2018,"Male","Other","10–",4741
"2202",2018,"Female","Other","10–",4647
"2203",2018,"Male","Other","15–",5497
"2204",2018,"Female","Other","15–",7395
"2205",2018,"Male","Other","20–",5292
"2206",2018,"Female","Other","20–",5194
"2207",2018,"Male","Other","25–",5034
"2208",2018,"Female","Other","25–",4978
"2209",2018,"Male","Other","30–",4286
"2210",2018,"Female","Other","30–",4522
"2211",2018,"Male","Other","35–",3839
"2212",2018,"Female","Other","35–",3857
"2213",2018,"Male","Other","40–",4002
"2214",2018,"Female","Other","40–",3593
"2215",2018,"Male","Other","45–",4189
"2216",2018,"Female","Other","45–",3830
"2217",2018,"Male","Other","50–",3638
"2218",2018,"Female","Other","50–",3320
"2219",2018,"Male","Other","55–",3109
"2220",2018,"Female","Other","55–",2927
"2221",2018,"Male","Other","60–",2204
"2222",2018,"Female","Other","60–",2164
"2223",2018,"Male","Other","65–",1491
"2224",2018,"Female","Other","65–",1735
"2225",2018,"Male","Other","70–",1087
"2226",2018,"Female","Other","70–",1426
"2227",2018,"Male","Other","75–",949
"2228",2018,"Female","Other","75–",1217
"2229",2018,"Male","Other","80–",717
"2230",2018,"Female","Other","80–",1035
"2231",2018,"Male","Other","85+",825
"2232",2018,"Female","Other","85+",1269
"2233",2019,"Male","Māori","0–",365
"2234",2019,"Female","Māori","0–",204
"2235",2019,"Male","Māori","5–",1957
"2236",2019,"Female","Māori","5–",754
"2237",2019,"Male","Māori","10–",3088
"2238",2019,"Female","Māori","10–",2958
"2239",2019,"Male","Māori","15–",3600
"2240",2019,"Female","Māori","15–",3778
"2241",2019,"Male","Māori","20–",3564
"2242",2019,"Female","Māori","20–",3012
"2243",2019,"Male","Māori","25–",3686
"2244",2019,"Female","Māori","25–",2845
"2245",2019,"Male","Māori","30–",2923
"2246",2019,"Female","Māori","30–",2416
"2247",2019,"Male","Māori","35–",2487
"2248",2019,"Female","Māori","35–",1906
"2249",2019,"Male","Māori","40–",2205
"2250",2019,"Female","Māori","40–",1538
"2251",2019,"Male","Māori","45–",1932
"2252",2019,"Female","Māori","45–",1538
"2253",2019,"Male","Māori","50–",1417
"2254",2019,"Female","Māori","50–",1240
"2255",2019,"Male","Māori","55–",1005
"2256",2019,"Female","Māori","55–",899
"2257",2019,"Male","Māori","60–",479
"2258",2019,"Female","Māori","60–",515
"2259",2019,"Male","Māori","65–",253
"2260",2019,"Female","Māori","65–",275
"2261",2019,"Male","Māori","70–",146
"2262",2019,"Female","Māori","70–",196
"2263",2019,"Male","Māori","75–",101
"2264",2019,"Female","Māori","75–",135
"2265",2019,"Male","Māori","80–",58
"2266",2019,"Female","Māori","80–",82
"2267",2019,"Male","Māori","85+",24
"2268",2019,"Female","Māori","85+",68
"2269",2019,"Male","Pacific","0–",93
"2270",2019,"Female","Pacific","0–",51
"2271",2019,"Male","Pacific","5–",334
"2272",2019,"Female","Pacific","5–",133
"2273",2019,"Male","Pacific","10–",603
"2274",2019,"Female","Pacific","10–",596
"2275",2019,"Male","Pacific","15–",820
"2276",2019,"Female","Pacific","15–",809
"2277",2019,"Male","Pacific","20–",852
"2278",2019,"Female","Pacific","20–",514
"2279",2019,"Male","Pacific","25–",871
"2280",2019,"Female","Pacific","25–",470
"2281",2019,"Male","Pacific","30–",755
"2282",2019,"Female","Pacific","30–",386
"2283",2019,"Male","Pacific","35–",606
"2284",2019,"Female","Pacific","35–",317
"2285",2019,"Male","Pacific","40–",514
"2286",2019,"Female","Pacific","40–",239
"2287",2019,"Male","Pacific","45–",425
"2288",2019,"Female","Pacific","45–",241
"2289",2019,"Male","Pacific","50–",320
"2290",2019,"Female","Pacific","50–",205
"2291",2019,"Male","Pacific","55–",216
"2292",2019,"Female","Pacific","55–",150
"2293",2019,"Male","Pacific","60–",115
"2294",2019,"Female","Pacific","60–",96
"2295",2019,"Male","Pacific","65–",73
"2296",2019,"Female","Pacific","65–",65
"2297",2019,"Male","Pacific","70–",53
"2298",2019,"Female","Pacific","70–",56
"2299",2019,"Male","Pacific","75–",42
"2300",2019,"Female","Pacific","75–",37
"2301",2019,"Male","Pacific","80–",33
"2302",2019,"Female","Pacific","80–",33
"2303",2019,"Male","Pacific","85+",17
"2304",2019,"Female","Pacific","85+",23
"2305",2019,"Male","Asian","0–",129
"2306",2019,"Female","Asian","0–",73
"2307",2019,"Male","Asian","5–",277
"2308",2019,"Female","Asian","5–",138
"2309",2019,"Male","Asian","10–",289
"2310",2019,"Female","Asian","10–",396
"2311",2019,"Male","Asian","15–",461
"2312",2019,"Female","Asian","15–",670
"2313",2019,"Male","Asian","20–",531
"2314",2019,"Female","Asian","20–",511
"2315",2019,"Male","Asian","25–",533
"2316",2019,"Female","Asian","25–",546
"2317",2019,"Male","Asian","30–",460
"2318",2019,"Female","Asian","30–",595
"2319",2019,"Male","Asian","35–",378
"2320",2019,"Female","Asian","35–",472
"2321",2019,"Male","Asian","40–",272
"2322",2019,"Female","Asian","40–",268
"2323",2019,"Male","Asian","45–",172
"2324",2019,"Female","Asian","45–",246
"2325",2019,"Male","Asian","50–",169
"2326",2019,"Female","Asian","50–",200
"2327",2019,"Male","Asian","55–",154
"2328",2019,"Female","Asian","55–",161
"2329",2019,"Male","Asian","60–",113
"2330",2019,"Female","Asian","60–",150
"2331",2019,"Male","Asian","65–",72
"2332",2019,"Female","Asian","65–",95
"2333",2019,"Male","Asian","70–",57
"2334",2019,"Female","Asian","70–",76
"2335",2019,"Male","Asian","75–",39
"2336",2019,"Female","Asian","75–",69
"2337",2019,"Male","Asian","80–",39
"2338",2019,"Female","Asian","80–",53
"2339",2019,"Male","Asian","85+",22
"2340",2019,"Female","Asian","85+",44
"2341",2019,"Male","Other","0–",620
"2342",2019,"Female","Other","0–",380
"2343",2019,"Male","Other","5–",3719
"2344",2019,"Female","Other","5–",1757
"2345",2019,"Male","Other","10–",4909
"2346",2019,"Female","Other","10–",4919
"2347",2019,"Male","Other","15–",5580
"2348",2019,"Female","Other","15–",7552
"2349",2019,"Male","Other","20–",5368
"2350",2019,"Female","Other","20–",5472
"2351",2019,"Male","Other","25–",5360
"2352",2019,"Female","Other","25–",5118
"2353",2019,"Male","Other","30–",4460
"2354",2019,"Female","Other","30–",4648
"2355",2019,"Male","Other","35–",4043
"2356",2019,"Female","Other","35–",3930
"2357",2019,"Male","Other","40–",3964
"2358",2019,"Female","Other","40–",3421
"2359",2019,"Male","Other","45–",4251
"2360",2019,"Female","Other","45–",3759
"2361",2019,"Male","Other","50–",3638
"2362",2019,"Female","Other","50–",3449
"2363",2019,"Male","Other","55–",3201
"2364",2019,"Female","Other","55–",3045
"2365",2019,"Male","Other","60–",2273
"2366",2019,"Female","Other","60–",2208
"2367",2019,"Male","Other","65–",1557
"2368",2019,"Female","Other","65–",1735
"2369",2019,"Male","Other","70–",1189
"2370",2019,"Female","Other","70–",1482
"2371",2019,"Male","Other","75–",966
"2372",2019,"Female","Other","75–",1301
"2373",2019,"Male","Other","80–",769
"2374",2019,"Female","Other","80–",1084
"2375",2019,"Male","Other","85+",790
"2376",2019,"Female","Other","85+",1309
"2377",2020,"Male","Māori","0–",360
"2378",2020,"Female","Māori","0–",199
"2379",2020,"Male","Māori","5–",1743
"2380",2020,"Female","Māori","5–",697
"2381",2020,"Male","Māori","10–",2941
"2382",2020,"Female","Māori","10–",2832
"2383",2020,"Male","Māori","15–",3395
"2384",2020,"Female","Māori","15–",3733
"2385",2020,"Male","Māori","20–",3501
"2386",2020,"Female","Māori","20–",2988
"2387",2020,"Male","Māori","25–",3707
"2388",2020,"Female","Māori","25–",2906
"2389",2020,"Male","Māori","30–",3184
"2390",2020,"Female","Māori","30–",2574
"2391",2020,"Male","Māori","35–",2481
"2392",2020,"Female","Māori","35–",1851
"2393",2020,"Male","Māori","40–",2135
"2394",2020,"Female","Māori","40–",1509
"2395",2020,"Male","Māori","45–",1878
"2396",2020,"Female","Māori","45–",1509
"2397",2020,"Male","Māori","50–",1452
"2398",2020,"Female","Māori","50–",1266
"2399",2020,"Male","Māori","55–",1028
"2400",2020,"Female","Māori","55–",932
"2401",2020,"Male","Māori","60–",508
"2402",2020,"Female","Māori","60–",557
"2403",2020,"Male","Māori","65–",274
"2404",2020,"Female","Māori","65–",285
"2405",2020,"Male","Māori","70–",159
"2406",2020,"Female","Māori","70–",198
"2407",2020,"Male","Māori","75–",97
"2408",2020,"Female","Māori","75–",122
"2409",2020,"Male","Māori","80–",57
"2410",2020,"Female","Māori","80–",91
"2411",2020,"Male","Māori","85+",29
"2412",2020,"Female","Māori","85+",58
"2413",2020,"Male","Pacific","0–",91
"2414",2020,"Female","Pacific","0–",68
"2415",2020,"Male","Pacific","5–",303
"2416",2020,"Female","Pacific","5–",136
"2417",2020,"Male","Pacific","10–",469
"2418",2020,"Female","Pacific","10–",526
"2419",2020,"Male","Pacific","15–",731
"2420",2020,"Female","Pacific","15–",727
"2421",2020,"Male","Pacific","20–",827
"2422",2020,"Female","Pacific","20–",505
"2423",2020,"Male","Pacific","25–",912
"2424",2020,"Female","Pacific","25–",440
"2425",2020,"Male","Pacific","30–",751
"2426",2020,"Female","Pacific","30–",410
"2427",2020,"Male","Pacific","35–",591
"2428",2020,"Female","Pacific","35–",321
"2429",2020,"Male","Pacific","40–",509
"2430",2020,"Female","Pacific","40–",238
"2431",2020,"Male","Pacific","45–",413
"2432",2020,"Female","Pacific","45–",258
"2433",2020,"Male","Pacific","50–",322
"2434",2020,"Female","Pacific","50–",191
"2435",2020,"Male","Pacific","55–",213
"2436",2020,"Female","Pacific","55–",153
"2437",2020,"Male","Pacific","60–",142
"2438",2020,"Female","Pacific","60–",112
"2439",2020,"Male","Pacific","65–",89
"2440",2020,"Female","Pacific","65–",68
"2441",2020,"Male","Pacific","70–",63
"2442",2020,"Female","Pacific","70–",54
"2443",2020,"Male","Pacific","75–",49
"2444",2020,"Female","Pacific","75–",40
"2445",2020,"Male","Pacific","80–",20
"2446",2020,"Female","Pacific","80–",32
"2447",2020,"Male","Pacific","85+",11
"2448",2020,"Female","Pacific","85+",34
"2449",2020,"Male","Asian","0–",94
"2450",2020,"Female","Asian","0–",73
"2451",2020,"Male","Asian","5–",262
"2452",2020,"Female","Asian","5–",134
"2453",2020,"Male","Asian","10–",320
"2454",2020,"Female","Asian","10–",445
"2455",2020,"Male","Asian","15–",460
"2456",2020,"Female","Asian","15–",700
"2457",2020,"Male","Asian","20–",512
"2458",2020,"Female","Asian","20–",537
"2459",2020,"Male","Asian","25–",556
"2460",2020,"Female","Asian","25–",562
"2461",2020,"Male","Asian","30–",443
"2462",2020,"Female","Asian","30–",625
"2463",2020,"Male","Asian","35–",404
"2464",2020,"Female","Asian","35–",469
"2465",2020,"Male","Asian","40–",283
"2466",2020,"Female","Asian","40–",312
"2467",2020,"Male","Asian","45–",194
"2468",2020,"Female","Asian","45–",251
"2469",2020,"Male","Asian","50–",173
"2470",2020,"Female","Asian","50–",217
"2471",2020,"Male","Asian","55–",149
"2472",2020,"Female","Asian","55–",187
"2473",2020,"Male","Asian","60–",126
"2474",2020,"Female","Asian","60–",157
"2475",2020,"Male","Asian","65–",99
"2476",2020,"Female","Asian","65–",107
"2477",2020,"Male","Asian","70–",56
"2478",2020,"Female","Asian","70–",102
"2479",2020,"Male","Asian","75–",44
"2480",2020,"Female","Asian","75–",66
"2481",2020,"Male","Asian","80–",38
"2482",2020,"Female","Asian","80–",66
"2483",2020,"Male","Asian","85+",28
"2484",2020,"Female","Asian","85+",32
"2485",2020,"Male","Other","0–",528
"2486",2020,"Female","Other","0–",357
"2487",2020,"Male","Other","5–",3532
"2488",2020,"Female","Other","5–",1736
"2489",2020,"Male","Other","10–",4844
"2490",2020,"Female","Other","10–",4995
"2491",2020,"Male","Other","15–",5382
"2492",2020,"Female","Other","15–",7662
"2493",2020,"Male","Other","20–",4963
"2494",2020,"Female","Other","20–",5321
"2495",2020,"Male","Other","25–",5182
"2496",2020,"Female","Other","25–",5135
"2497",2020,"Male","Other","30–",4627
"2498",2020,"Female","Other","30–",4725
"2499",2020,"Male","Other","35–",3898
"2500",2020,"Female","Other","35–",3805
"2501",2020,"Male","Other","40–",3769
"2502",2020,"Female","Other","40–",3245
"2503",2020,"Male","Other","45–",4129
"2504",2020,"Female","Other","45–",3573
"2505",2020,"Male","Other","50–",3531
"2506",2020,"Female","Other","50–",3336
"2507",2020,"Male","Other","55–",3179
"2508",2020,"Female","Other","55–",2956
"2509",2020,"Male","Other","60–",2391
"2510",2020,"Female","Other","60–",2232
"2511",2020,"Male","Other","65–",1518
"2512",2020,"Female","Other","65–",1720
"2513",2020,"Male","Other","70–",1255
"2514",2020,"Female","Other","70–",1532
"2515",2020,"Male","Other","75–",1007
"2516",2020,"Female","Other","75–",1352
"2517",2020,"Male","Other","80–",777
"2518",2020,"Female","Other","80–",1054
"2519",2020,"Male","Other","85+",790
"2520",2020,"Female","Other","85+",1335
